Question,Answer
"Where can I see the ""Carnegie Mellon Philharmonic & Chorus""?","The event is at Carnegie Music Hall, Oakland @ 4400 Forbes Avenue,...."
"Is there a specific location to enter for the ""Carnegie Mellon Philharmonic & Chorus""?","Yes, it is held at Carnegie Music Hall, Oakland @ 4400 Forbes Avenue,...."
"When is the ""Carnegie Mellon Philharmonic & Chorus""?","The event will be open on Thursday, December 5 at 8 - 10 p.m.."
"Where can I see the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event is at Hunt Library, Fourth Floor."
"Is there a specific location to enter for the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","Yes, it is held at Hunt Library, Fourth Floor."
"When is the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event will be open on May 23 - June 1, 2025 all day."
"Can you give me some information about ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city."
"When is the ""Nativity Fast""?","The event will be open on Nov. 15 - Dec. 23, 2024 all day."
"Can you give me some information about ""Nativity Fast""?","  Traditional season of fasting for Eastern Orthodox Christians, in preparation for the Nativity of Christ.    Carnegie Mellon University intentionally fosters a community where all voices and views are heard and respected, which includes religious backgrounds and spiritual beliefs. "
"Where can I see the ""17th International Exhibition of Botanical Art & Illustration""?","The event is at Hunt Institute for Botanical Documentation, 5th Fl...."
"Is there a specific location to enter for the ""17th International Exhibition of Botanical Art & Illustration""?","Yes, it is held at Hunt Institute for Botanical Documentation, 5th Fl...."
"When is the ""17th International Exhibition of Botanical Art & Illustration""?","The event will be open on December 6, 2024 at 9 a.m. - 5 p.m. M-F (to Dec 17)."
"Can you give me some information about ""17th International Exhibition of Botanical Art & Illustration""?",This Hunt Institute for Botanical Documentation exhibition includes 43 artworks by 43 artists representing 19 countries.
"Where can I see the ""Carnegie Mellon Philharmonic & Chorus""?","The event is at Great Hall, College of Fine Arts @ 5000 Forbes Ave...."
"Is there a specific location to enter for the ""Carnegie Mellon Philharmonic & Chorus""?","Yes, it is held at Great Hall, College of Fine Arts @ 5000 Forbes Ave...."
"When is the ""Carnegie Mellon Philharmonic & Chorus""?","The event will be open on Friday, December 6 at Noon - 2 p.m.."
"Where can I see the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event is at Hunt Library, Fourth Floor."
"Is there a specific location to enter for the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","Yes, it is held at Hunt Library, Fourth Floor."
"When is the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event will be open on May 23 - June 1, 2025 all day."
"Can you give me some information about ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city."
"When is the ""Nativity Fast""?","The event will be open on Nov. 15 - Dec. 23, 2024 all day."
"Can you give me some information about ""Nativity Fast""?","  Traditional season of fasting for Eastern Orthodox Christians, in preparation for the Nativity of Christ.    Carnegie Mellon University intentionally fosters a community where all voices and views are heard and respected, which includes religious backgrounds and spiritual beliefs. "
"When is the ""Semester & Mini-2 Last Day of Classes""?","The event will be open on December 6, 2024 all day."
"Can you give me some information about ""Semester & Mini-2 Last Day of Classes""?","  The Academic Calendar includes registration dates, class start dates, add/drop deadlines, exam dates, and more. Doctoral course-sections follow a separate academic calendar.    Calendars for Heinz College, Tepper School of Business graduate courses, CMU-Africa, CMU-Australia, and CMU-Qatar can be found on The HUB Academic Calendar web page. "
"When is the ""Semester & Mini-2 voucher deadline""?","The event will be open on December 6, 2024 all day."
"Can you give me some information about ""Semester & Mini-2 voucher deadline""?","  The Academic Calendar includes registration dates, class start dates, add/drop deadlines, exam dates, and more. Doctoral course-sections follow a separate academic calendar.    Calendars for Heinz College, Tepper School of Business graduate courses, CMU-Africa, CMU-Australia, and CMU-Qatar can be found on The HUB Academic Calendar web page. "
"Where can I see the ""CMU Pantry Hours""?",The event is at CMU Pantry.
"Is there a specific location to enter for the ""CMU Pantry Hours""?","Yes, it is held at CMU Pantry."
"When is the ""CMU Pantry Hours""?","The event will be open on December 6, 2024 at Noon - 3 p.m. Weekly (to Dec 20)."
"Can you give me some information about ""CMU Pantry Hours""?",The CMU Pantry is a free resource that combats food insecurity by providing food assistance to CMU students and their dependents.
"When is the ""Black Women’s Support Group""?","The event will be open on December 6, 2024 at 4 - 5:15 p.m. Weekly (to Dec 20)."
"Can you give me some information about ""Black Women’s Support Group""?","A supportive, virtual space for students who identify as Black women, facilitated by Black female therapists."
"Where can I see the ""CMU Pantry Hours""?",The event is at CMU Pantry.
"Is there a specific location to enter for the ""CMU Pantry Hours""?","Yes, it is held at CMU Pantry."
"When is the ""CMU Pantry Hours""?","The event will be open on December 7, 2024 at 10 a.m. - 1 p.m. Weekly (to Dec 20)."
"Can you give me some information about ""CMU Pantry Hours""?",The CMU Pantry is a free resource that combats food insecurity by providing food assistance to CMU students and their dependents.
"When is the ""(Men’s Basketball) Bowdoin vs. Carnegie Mellon""?","The event will be open on December 7, 2024 at Noon - 3 p.m.."
"Can you give me some information about ""(Men’s Basketball) Bowdoin vs. Carnegie Mellon""?","(Men’s Basketball) Bowdoin vs. Carnegie Mellon, UAA Challenge"
"When is the ""(Men’s Basketball) Middlebury / Emory vs. Carnegie Mellon""?","The event will be open on December 7, 2024 at 2 - 5 p.m.."
"Can you give me some information about ""(Men’s Basketball) Middlebury / Emory vs. Carnegie Mellon""?","(Men’s Basketball) Middlebury / Emory vs. Carnegie Mellon, UAA Challenge"
"Where can I see the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event is at Hunt Library, Fourth Floor."
"Is there a specific location to enter for the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","Yes, it is held at Hunt Library, Fourth Floor."
"When is the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event will be open on May 23 - June 1, 2025 all day."
"Can you give me some information about ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city."
"When is the ""Nativity Fast""?","The event will be open on Nov. 15 - Dec. 23, 2024 all day."
"Can you give me some information about ""Nativity Fast""?","  Traditional season of fasting for Eastern Orthodox Christians, in preparation for the Nativity of Christ.    Carnegie Mellon University intentionally fosters a community where all voices and views are heard and respected, which includes religious backgrounds and spiritual beliefs. "
"When is the ""(Men’s Basketball) Middlebury vs. Carnegie Mellon""?","The event will be open on December 8, 2024 at 11 a.m. - 2 p.m.."
